feature,model,section,n,n_pos,prevalence,auc,threshold,tn,fp,fn,tp,sensitivity,specificity,accuracy
Osteoporosis,clinic4_nama_slope,curve_slope,3130,159,0.050798722044728434,0.7688451678595396,0.5358665820894507,2066,905,44,115,0.7232704402515723,0.6953887579939414,0.6968051118210863
Osteoporosis,clinic4_lama_slope,curve_slope,3130,159,0.050798722044728434,0.7689086748421323,0.5358665820894507,2056,915,43,116,0.7295597484276729,0.6920228879165264,0.6939297124600639
Osteoporosis,clinic4_tama_slope,curve_slope,3130,159,0.050798722044728434,0.765972535346928,0.5358665820894507,2057,914,44,115,0.7232704402515723,0.692359474924268,0.6939297124600639
MI,clinic4,baseline,3130,19,0.0060702875399361025,0.7496320357305993,0.6325993684076243,2594,517,8,11,0.5789473684210527,0.8338154934104789,0.8322683706070287
MI,clinic4_bmi,scalar,3130,19,0.0060702875399361025,0.7429325483428919,0.6325993684076243,2592,519,9,10,0.5263157894736842,0.8331726133076182,0.8313099041533546
MI,clinic4_smi,scalar,3130,19,0.0060702875399361025,0.7367067620836082,0.6325993684076243,2575,536,10,9,0.47368421052631576,0.8277081324333012,0.82555910543131
MI,clinic4_vat,scalar,3130,19,0.0060702875399361025,0.7476695596271296,0.6325993684076243,2578,533,8,11,0.5789473684210527,0.8286724525875924,0.8271565495207668
MI,clinic4_sat,scalar,3130,19,0.0060702875399361025,0.7360977177756349,0.6325993684076243,2602,509,9,10,0.5263157894736842,0.8363870138219223,0.8345047923322684
MI,clinic4_imata,scalar,3130,19,0.0060702875399361025,0.7724881151770457,0.6325993684076243,2615,496,9,10,0.5263157894736842,0.8405657344905175,0.8386581469648562
MI,clinic4_nama,scalar,3130,19,0.0060702875399361025,0.731665228645384,0.6325993684076243,2587,524,9,10,0.5263157894736842,0.831565413050466,0.8297124600638978
MI,clinic4_lama,scalar,3130,19,0.0060702875399361025,0.7654333519430205,0.6325993684076243,2610,501,10,9,0.47368421052631576,0.8389585342333655,0.836741214057508
MI,clinic4_tama,scalar,3130,19,0.0060702875399361025,0.7357255240318733,0.6325993684076243,2577,534,10,9,0.47368421052631576,0.8283510125361621,0.8261980830670926
MI,clinic4_vat_sat_ratio,inter_var_ratio,3130,19,0.0060702875399361025,0.7266236952071596,0.6325993684076243,2586,525,10,9,0.47368421052631576,0.8312439729990356,0.829073482428115
MI,clinic4_lama_tama_ratio,inter_var_ratio,3130,19,0.0060702875399361025,0.7765145747686477,0.6325993684076243,2607,504,8,11,0.5789473684210527,0.8379942140790743,0.8364217252396167
MI,clinic4_imata_tama_ratio,inter_var_ratio,3130,19,0.0060702875399361025,0.7733847637415622,0.6325993684076243,2609,502,9,10,0.5263157894736842,0.8386370941819351,0.836741214057508
MI,clinic4_aec_fpca_elbow,curve_fpca_elbow,3130,19,0.0060702875399361025,0.7062545466849379,0.6325993684076243,2617,494,9,10,0.5263157894736842,0.8412086145933784,0.839297124600639
MI,clinic4_aec_uplow_ratio,curve_uplow_ratio,3130,19,0.0060702875399361025,0.7060515319156135,0.6325993684076243,2585,526,8,11,0.5789473684210527,0.8309225329476053,0.8293929712460064
MI,clinic4_vat_fpca_elbow,curve_fpca_elbow,3130,19,0.0060702875399361025,0.7219036018203657,0.6325993684076243,2574,537,9,10,0.5263157894736842,0.8273866923818708,0.82555910543131
